City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
0,Bratsk,RU,56.1325,101.6142,63.09,82,100,1.25,overcast clouds
1,Albany,US,42.6001,-73.9662,92.05,43,0,9.66,clear sky
2,Barrow,US,71.2906,-156.7887,39.22,87,100,10.36,mist
3,Hailar,CN,49.2,119.7,63.97,84,23,8.12,few clouds
4,Tautira,PF,-17.7333,-149.15,75.4,80,24,9.24,light rain
5,Todos Santos,MX,23.45,-110.2167,104.31,79,80,8.3,broken clouds
6,Dusti,TJ,37.3481,68.664,91.08,11,0,2.51,clear sky
7,Atuona,PF,-9.8,-139.0333,77.22,76,1,14.74,clear sky
8,Yellowknife,CA,62.456,-114.3525,65.01,49,90,9.53,overcast clouds
9,Dryden,CA,49.7833,-92.7503,73.17,46,100,10.63,overcast clouds
10,Gumla,IN,23.05,84.55,74.91,94,100,3.47,overcast clouds
11,Palafrugell,ES,41.9174,3.1631,88.56,73,94,5.01,overcast clouds
12,Busselton,AU,-33.65,115.3333,58.82,78,14,15.73,few clouds
13,Velikiy Ustyug,RU,60.7644,46.3106,61.92,75,14,4.05,few clouds
14,Vaini,TO,-21.2,-175.2,71.76,94,20,6.91,few clouds
15,Grand Gaube,MU,-20.0064,57.6608,70.38,73,1,5.99,clear sky
16,Buala,SB,-8.145,159.5921,79.09,83,11,4.61,few clouds
17,Jamestown,US,42.097,-79.2353,85.01,57,20,13.8,few clouds
18,Khatanga,RU,71.9667,102.5,44.29,88,100,14.23,overcast clouds
19,Port Alfred,ZA,-33.5906,26.891,65.07,64,100,5.7,overcast clouds
20,Springbok,ZA,-29.6643,17.8865,54.0,48,100,3.2,overcast clouds
21,Diego De Almagro,CL,-26.3667,-70.05,69.3,26,100,6.51,overcast clouds
22,Talnakh,RU,69.4865,88.3972,61.84,59,88,5.55,overcast clouds
23,Georgetown,MY,5.4112,100.3354,78.73,93,20,0.0,few clouds
24,Avarua,CK,-21.2078,-159.775,77.05,78,20,9.22,few clouds
25,Rikitea,PF,-23.1203,-134.9692,72.37,75,100,9.62,overcast clouds
26,Chimbote,PE,-9.0853,-78.5783,67.26,71,9,8.81,clear sky
27,Rudbar,AF,30.15,62.6,98.42,11,19,6.04,few clouds
28,Sortavala,RU,61.7053,30.6918,67.21,74,15,6.58,few clouds
29,Mataura,NZ,-46.1927,168.8643,33.48,98,15,2.95,few clouds
30,Bayanday,RU,53.0661,105.5139,56.89,96,100,3.94,overcast clouds
31,Mahebourg,MU,-20.4081,57.7,70.25,77,4,18.23,light rain
32,Alekseyevsk,RU,57.8406,108.3492,61.7,98,100,3.65,overcast clouds
33,Tiksi,RU,71.6872,128.8694,47.41,77,64,5.68,broken clouds
34,Inuvik,CA,68.3499,-133.7218,72.95,41,26,6.26,scattered clouds
35,Hermanus,ZA,-34.4187,19.2345,54.81,74,100,9.44,light rain
36,Bambous Virieux,MU,-20.3428,57.7575,70.21,77,6,17.65,light rain
37,Angouleme,FR,45.65,0.15,71.04,65,73,9.22,broken clouds
38,Buraydah,SA,26.326,43.975,98.64,10,19,10.36,few clouds
39,Tocopilla,CL,-22.092,-70.1979,64.78,71,97,11.5,overcast clouds
40,Ewa Beach,US,21.3156,-158.0072,82.35,63,40,12.66,scattered clouds
41,Waingapu,ID,-9.6567,120.2641,70.83,84,100,8.43,overcast clouds
42,Scarborough,GB,54.2797,-0.4044,60.37,79,100,4.0,light rain
43,Vestmannaeyjar,IS,63.4427,-20.2734,51.49,92,100,6.51,overcast clouds
44,Irtyshskiy,RU,58.3333,68.1333,54.16,91,11,6.06,few clouds
45,Punta Arenas,CL,-53.15,-70.9167,41.02,70,0,19.57,clear sky
46,Grindavik,IS,63.8424,-22.4338,55.87,82,75,6.91,broken clouds
47,Port Elizabeth,ZA,-33.918,25.5701,60.31,67,100,4.0,overcast clouds
48,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,73,20,18.41,few clouds
49,Kristiansund,NO,63.1115,7.732,57.25,71,75,11.5,broken clouds
50,Ushuaia,AR,-54.8,-68.3,33.46,100,100,23.02,sleet
51,Kutum,SD,14.2,24.6667,84.97,31,4,7.47,clear sky
52,Gwadar,PK,25.1216,62.3254,83.05,83,70,10.78,broken clouds
53,Longkou,CN,37.6508,120.3286,75.67,78,100,3.47,light rain
54,Vila Velha,BR,-20.3297,-40.2925,78.75,77,20,11.5,few clouds
55,Isabela,PH,6.7085,121.9711,78.48,88,98,4.0,moderate rain
56,Severo-Kurilsk,RU,50.6789,156.125,54.37,93,21,3.27,few clouds
57,Hasaki,JP,35.7333,140.8333,75.6,88,0,18.43,clear sky
58,Kapaa,US,22.0752,-159.319,80.92,76,40,12.66,scattered clouds
59,Mandera,KE,3.9366,41.867,80.69,50,26,18.68,scattered clouds
60,Katsuura,JP,35.1333,140.3,78.66,87,0,18.88,clear sky
61,Sur,OM,22.5667,59.5289,88.02,66,100,11.23,overcast clouds
62,Arraial Do Cabo,BR,-22.9661,-42.0278,75.06,78,0,13.8,clear sky
63,Olafsvik,IS,64.8945,-23.7142,54.0,77,13,3.91,few clouds
64,Cape Town,ZA,-33.9258,18.4232,58.26,85,100,3.0,light rain
65,Angoche,MZ,-16.2325,39.9086,72.59,72,0,7.87,clear sky
66,Fort Nelson,CA,58.8053,-122.7002,73.38,31,7,3.49,clear sky
67,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,94,100,6.91,mist
68,Kavaratti,IN,10.5669,72.642,81.28,81,100,18.79,overcast clouds
69,Itaituba,BR,-4.2761,-55.9836,89.37,49,99,4.5,overcast clouds
70,Kodiak,US,57.79,-152.4072,56.71,51,0,6.91,clear sky
71,Aklavik,CA,68.2191,-135.0107,72.59,39,76,2.44,broken clouds
72,Shimoda,JP,34.6667,138.95,77.11,86,0,15.66,clear sky
73,Garissa,KE,-0.4536,39.6401,74.52,64,99,23.58,overcast clouds
74,Saint-Philippe,RE,-21.3585,55.7679,67.59,83,45,13.13,light rain
75,Altamira,BR,-3.2033,-52.2064,93.31,35,37,2.55,scattered clouds
76,Atar,MR,20.5169,-13.0499,86.56,59,63,18.01,light rain
77,New Norfolk,AU,-42.7826,147.0587,49.91,85,100,1.01,overcast clouds
78,Blacksburg,US,37.2296,-80.4139,92.98,47,40,5.75,scattered clouds
79,Iqaluit,CA,63.7506,-68.5145,43.36,76,91,6.67,overcast clouds
80,Coromandel,BR,-18.4733,-47.2003,77.25,32,0,6.33,clear sky
81,Sao Filipe,CV,14.8961,-24.4956,76.14,77,96,4.65,overcast clouds
82,Bengkulu,ID,-3.8004,102.2655,75.63,88,99,3.51,overcast clouds
83,Hobart,AU,-42.8794,147.3294,51.26,83,100,8.05,overcast clouds
84,Laguna,US,38.421,-121.4238,96.31,33,0,5.75,clear sky
85,Victoria,HK,22.2855,114.1577,88.18,81,35,8.01,scattered clouds
86,Colwyn Bay,GB,53.2948,-3.7267,64.2,3,41,1.99,scattered clouds
87,Tuatapere,NZ,-46.1333,167.6833,36.41,93,16,3.58,few clouds
88,Raudeberg,NO,61.9875,5.1352,59.67,83,92,26.6,overcast clouds
89,Sovik,NO,65.9333,12.4667,52.65,87,75,7.0,broken clouds
90,Mar Del Plata,AR,-38.0023,-57.5575,51.94,70,0,9.22,clear sky
91,Ponta Do Sol,PT,32.6667,-17.1,75.7,73,3,6.53,clear sky
92,Dikson,RU,73.5069,80.5464,53.02,72,100,12.84,overcast clouds
93,Vilyuysk,RU,63.7553,121.6247,59.83,84,100,3.53,overcast clouds
94,Hilo,US,19.7297,-155.09,82.27,88,100,6.91,overcast clouds
95,Bluff,NZ,-46.6,168.3333,33.8,84,11,6.87,few clouds
96,Deputatskiy,RU,69.3,139.9,47.39,62,100,4.45,overcast clouds
97,Qaanaaq,GL,77.484,-69.3632,43.21,77,99,8.9,light rain
98,Upernavik,GL,72.7868,-56.1549,42.22,95,100,23.47,overcast clouds
99,Oranjemund,NA,-28.55,16.4333,55.06,89,56,8.75,broken clouds
100,Namatanai,PG,-3.6667,152.4333,78.12,80,8,6.78,clear sky
101,Dingle,PH,10.9995,122.6711,76.59,91,94,4.99,overcast clouds
102,Puerto Ayora,EC,-0.7393,-90.3518,80.56,84,17,8.99,few clouds
103,Ilhabela,BR,-23.7781,-45.3581,73.9,66,5,4.79,clear sky
104,Lulea,SE,65.5842,22.1547,64.47,52,0,6.91,clear sky
105,Narsaq,GL,60.9167,-46.05,64.62,60,32,4.65,scattered clouds
106,Airai,TL,-8.9266,125.4092,51.75,79,99,2.37,overcast clouds
107,Chokurdakh,RU,70.6333,147.9167,41.7,69,100,13.42,overcast clouds
108,Santiago,CL,-33.4569,-70.6483,74.28,31,0,4.61,haze
109,Hay River,CA,60.8156,-115.7999,61.68,67,96,5.39,overcast clouds
110,Simao,CN,22.7886,100.9748,64.24,98,40,2.33,scattered clouds
111,Cherskiy,RU,68.75,161.3,39.96,72,12,4.63,few clouds
112,Ballina,AU,-28.8667,153.5667,60.01,98,100,22.64,overcast clouds
113,Tuktoyaktuk,CA,69.4541,-133.0374,58.48,64,89,4.81,overcast clouds
114,Korla,CN,41.7597,86.1469,82.76,22,0,0.63,clear sky
115,Khash,IR,28.2211,61.2158,75.33,70,17,16.53,light rain
116,Maltahohe,NA,-24.8333,16.9833,60.76,27,0,7.65,clear sky
117,Virginia Beach,US,36.8529,-75.978,96.03,56,75,9.22,broken clouds
118,Salalah,OM,17.0151,54.0924,77.09,94,75,3.44,broken clouds
119,Vardo,NO,70.3705,31.1107,53.58,82,40,9.22,scattered clouds
120,San Marcos,US,33.1434,-117.1661,91.49,62,0,10.36,clear sky
121,Dwarka,IN,22.2394,68.9678,82.17,82,27,18.88,scattered clouds
122,Yeniseysk,RU,58.4497,92.1703,56.25,99,88,5.21,overcast clouds
123,Dno,RU,57.8277,29.9637,64.71,75,40,4.97,scattered clouds
124,Tasiilaq,GL,65.6145,-37.6368,41.16,72,38,7.81,scattered clouds
125,Bereda,ES,43.2686,-7.5406,62.42,96,7,6.53,clear sky
126,Port-Cartier,CA,50.0334,-66.8654,64.74,67,41,6.69,scattered clouds
127,Shubarkuduk,KZ,49.1447,56.4872,74.01,51,5,6.17,clear sky
128,Oussouye,SN,12.485,-16.5469,78.4,87,100,11.68,moderate rain
129,Chanika,TZ,-5.4167,38.0167,63.09,89,71,3.74,broken clouds
130,Nikolskoye,RU,59.7035,30.7861,76.89,70,26,5.91,scattered clouds
131,Adrar,MR,20.5022,-10.0711,96.31,32,78,1.57,broken clouds
132,Totness,SR,5.8833,-56.3167,83.17,71,11,9.48,few clouds
133,Kajaani,FI,64.2273,27.7285,64.45,68,40,9.22,scattered clouds
134,Nanortalik,GL,60.1432,-45.2371,49.01,79,17,4.05,few clouds
135,Salina Cruz,MX,16.1667,-95.2,90.18,57,100,5.97,overcast clouds
136,Santiago Del Estero,AR,-27.7951,-64.2615,79.25,40,57,7.34,broken clouds
137,Kavieng,PG,-2.5744,150.7967,81.5,77,40,10.45,light rain
138,Aksarka,RU,66.5606,67.7975,46.63,93,100,6.8,overcast clouds
139,Longyearbyen,SJ,78.2186,15.6401,49.84,87,75,5.75,broken clouds
140,Romanu,RO,45.2833,27.7333,80.2,28,4,6.33,clear sky
141,East London,ZA,-33.0153,27.9116,68.56,42,23,4.47,few clouds
142,Altagracia De Orituco,VE,9.8601,-66.3814,90.14,41,5,6.53,clear sky
143,Castro,BR,-24.7911,-50.0119,72.7,49,78,5.37,broken clouds
144,Kyren,RU,51.6828,102.1408,54.72,93,100,0.38,overcast clouds
145,Mahibadhoo,MV,3.7833,72.9667,81.99,74,100,18.25,overcast clouds
146,Leningradskiy,RU,69.3833,178.4167,33.6,92,100,8.61,overcast clouds
147,Kloulklubed,PW,7.0419,134.2556,82.15,77,59,7.81,broken clouds
148,Nong Khai,TH,17.9167,103.0833,76.28,98,100,4.56,heavy intensity rain
149,Puerto Colombia,CO,10.9878,-74.9547,83.23,73,100,6.58,overcast clouds
150,Bredasdorp,ZA,-34.5322,20.0403,55.15,61,100,8.86,overcast clouds
151,Hithadhoo,MV,-0.6,73.0833,81.52,74,100,7.47,overcast clouds
152,Kalmunai,LK,7.4167,81.8167,79.07,87,100,2.68,overcast clouds
153,Carnarvon,AU,-24.8667,113.6333,63.07,65,0,12.73,clear sky
154,San Cristobal,VE,7.7669,-72.225,83.57,46,61,7.92,broken clouds
155,Klaksvik,FO,62.2266,-6.589,52.72,82,100,7.05,overcast clouds
156,Kieta,PG,-6.2167,155.6333,76.69,74,5,3.87,clear sky
157,Tres Picos,MX,15.8667,-93.5333,87.3,64,100,4.32,overcast clouds
158,Muhos,FI,64.808,25.9931,64.18,78,100,4.18,overcast clouds
159,Rangapara,IN,26.8167,92.65,80.11,84,100,2.93,overcast clouds
160,Bhikangaon,IN,21.8667,75.95,75.07,96,100,6.98,moderate rain
161,Yar-Sale,RU,66.8333,70.8333,44.74,95,100,16.06,overcast clouds
162,Honiara,SB,-9.4333,159.95,75.99,85,0,3.94,clear sky
163,Spirit River,CA,55.7833,-118.8361,66.31,50,11,3.62,few clouds
164,Norman Wells,CA,65.282,-126.8329,73.27,45,91,7.96,overcast clouds
165,Isiro,CD,2.7739,27.616,67.23,97,41,3.71,scattered clouds
166,Harper,LR,4.375,-7.7169,76.28,71,58,8.1,broken clouds
167,Karangasem,ID,-8.45,115.6167,75.88,85,100,8.77,overcast clouds
168,Necochea,AR,-38.5473,-58.7368,49.59,70,98,5.57,overcast clouds
169,Nhulunbuy,AU,-12.2333,136.7667,61.41,94,96,3.44,overcast clouds
170,Alice Springs,AU,-23.7,133.8833,44.15,53,0,0.0,clear sky
171,Russell,US,32.3502,-85.1999,91.9,66,40,0.0,scattered clouds
172,Egvekinot,RU,66.3167,-179.1667,38.26,83,100,9.35,overcast clouds
173,Edd,ER,13.9297,41.6925,92.28,58,100,3.71,overcast clouds
174,Mykhaylivka,UA,47.2724,35.2224,67.6,62,11,12.06,few clouds
175,Elizabeth City,US,36.2946,-76.2511,95.05,62,20,9.22,few clouds
176,Chapleau,CA,47.8405,-83.4034,72.39,54,97,12.91,overcast clouds
177,Guerrero Negro,MX,27.9769,-114.0611,75.78,59,40,19.55,scattered clouds
178,Milton,US,34.1322,-84.3007,94.24,67,20,1.01,few clouds
179,Murindo,CO,6.9848,-76.7544,82.53,82,95,5.3,overcast clouds
180,Amahai,ID,-3.3333,128.9167,74.62,79,72,4.18,broken clouds
181,Tepalcatepec,MX,19.1833,-102.85,91.51,52,83,1.48,broken clouds
182,Marawi,PH,7.9986,124.2928,69.15,94,100,2.86,overcast clouds
183,Luau,AO,-10.7073,22.2247,72.77,28,100,4.38,overcast clouds
184,Morales,CO,2.757,-76.6172,72.09,67,97,4.97,overcast clouds
185,Skegness,GB,53.1436,0.3363,64.06,75,99,12.01,overcast clouds
186,Sefophe,BW,-22.1833,27.9667,63.72,47,48,8.46,scattered clouds
187,Saint-Pierre,RE,-21.3393,55.4781,67.91,72,0,5.75,clear sky
188,Lorengau,PG,-2.0226,147.2712,81.43,80,33,8.01,scattered clouds
189,Pangnirtung,CA,66.1451,-65.7125,55.17,55,7,3.29,clear sky
190,Acapulco,MX,16.8634,-99.8901,87.62,66,100,5.75,overcast clouds
191,Bonavista,CA,48.6499,-53.1147,65.08,72,31,15.86,scattered clouds
192,Butaritari,KI,3.0707,172.7902,80.98,78,13,8.97,light rain
193,Nago,JP,26.5881,127.9761,85.05,87,96,10.63,overcast clouds
